CH4	H2O	H2	NH3	Pt
-6.6799592825106	-8.7349666040719	-1.6377882912715	-7.4780274317613	-408.647644091421
0.086497872699	-0.2319681848304	0.1095272346816	-0.0341193106651	-17.0624020543471
-1.2976281745169	-1.8807340194149	-0.2410194498427	-1.5477051450829	-104.07428863405
4.4540833368967	6.1031970900392	1.052094973945	5.0665688611914	284.747700856944
-2.3316988480941	-3.0527302165934	-0.588340961959	-2.6196224166451	-139.847318137001
-1.6666269488308	-2.3322741481485	-0.2869409270499	-1.9506268449942	-138.660535248354
-4.7523634697509	-6.1557464298633	-1.2079142106852	-5.2645963804582	-248.953602684257
-9.8633139015082	-13.1905033456928	-2.449831514526	-11.1042800159555	-596.532996948575
-3.7485299669557	-5.3358137886908	-0.6714739689054	-4.4553937245705	-308.630185735653
-4.2105058510636	-5.7287149017401	-0.8934328648113	-4.8488568416916	-314.923718844628
-3.3285291531891	-4.8309402686236	-0.7234883043302	-3.8786724094866	-236.841368696346
0.2455224098451	0.5422783728929	0.0491070253649	0.3377481061804	-0.4405210684052
0.1238948757443	0.3123654549219	-0.0362012886994	0.2102466639611	26.303828801116
0.0449323746072	-0.0189683655986	-0.0550576031406	0.0755497403149	42.2624671171554
0.3199016801424	0.465454002459	0.0445240361209	0.3842754567469	19.7110959368576
4.8877834373017	6.5295715233445	1.155263031901	5.5245689907271	321.96312249842
-2.2948779319669	-2.9380006059337	-0.5143203755808	-2.5694162490089	-151.048113508673
-1.2974265541061	-1.9010516389042	-0.0971231435985	-1.6191999017441	-158.296741088102
2.5214822533497	3.0182796294721	0.7748893623092	2.6844852906845	130.543713251463
-11.5523852293227	-15.4574538895576	-2.6704801175119	-13.0986653831978	-754.091762892995
5.4470958148082	7.626923491337	1.2421558360624	6.2410821150974	363.450185846079
-2.2692662182685	-3.0316323271956	-0.4813443329591	-2.602412581096	-181.814086963333
-0.6669171396339	-0.8336838985194	-0.1872248895503	-0.7222058780025	-29.2907532030656
-1.0557588243241	-1.4388999799865	-0.2313711511845	-1.2174091748241	-70.7889824778517
0.1183615208693	-0.0291960528289	0.1644616948947	0.0085428403048	-53.9824196076906
-0.5593983492306	-0.8274029242791	-0.0951364647691	-0.6894846053765	-51.693859058222
9.4972181042059	12.4259839152136	2.2937205880172	10.6626828200817	602.882522449268
-1.9630274720144	-2.67080154252	-0.4443814038362	-2.2160645305008	-100.138809796031
-0.7659227556808	-1.148789625711	-0.0568049403395	-0.9577193619981	-71.3262674468278
-5.590254315614	-7.45004711309	-1.3251678152753	-6.2946481194512	-357.241291879258
7.6700459875467	10.2037229516455	1.7152307955652	8.7314807099983	555.866346527188
-0.7499464678518	-1.2232898907559	0.0176136011097	-1.0198646236386	-123.271487640779
-4.3405302215241	-5.6419425231965	-1.0872125965481	-4.8309170218088	-264.97483335357
1.7868048046145	2.7870040891941	0.2661458785385	2.2132198518512	166.427463679123
-0.2926528054933	-0.4313176376925	-0.0735506116607	-0.3466988519007	-11.2469749545658
2.6394655556602	3.4118568195791	0.8231813806991	2.8411003152072	116.615859915325
-0.1820874923451	-0.1201826246611	-0.0072755228205	-0.1968835310152	-33.0853314155238
0.2115349906888	0.4394507202044	-0.1020684397947	0.3846345213667	54.1139110583322
3.7833213238807	4.6941856963095	1.0941749636108	4.0665922287056	187.477810805301
-10.6091954336213	-14.1469915135178	-2.4322365272084	-12.0384815858536	-710.34982149594
5.994310722343	7.7428827147396	1.4132650491359	6.6984907094894	375.581678027702
1.1233943100131	1.5967974855118	0.1704685344372	1.3335563857168	89.4160819893414
-0.9926881555535	-1.2303971794442	-0.3599158810783	-1.0440812144397	-3.0147700223101
-2.9280243779838	-4.2986721346526	-0.5083537656144	-3.5106762054413	-240.931438082656
1.403907195128	1.6997946045692	0.3768604670561	1.5267762658966	81.8128183192525
-1.5187940972206	-2.2614108858288	-0.3363855417388	-1.7817647879072	-75.0455237190708
5.0975719201442	6.6368903507587	1.3576847031848	5.6269772429011	286.239192612406
3.6985430680987	5.0169882883199	0.8899298060504	4.2160038117327	242.966393784245
-2.4481345275198	-3.2248024817134	-0.488787076869	-2.8159360479302	-203.950868002041
-3.0844542780804	-4.2449737596664	-0.8220583760348	-3.4976564850713	-190.20599832628
-3.244206509095	-4.1593301919695	-0.8071223882093	-3.5972040249732	-210.28321869888
-4.0069668944672	-5.1077240028089	-1.009642079023	-4.44716834619	-233.762886975579
2.5003194569541	2.7260949455591	0.8321416770367	2.5471654097646	87.9887772378181
-5.3303310392795	-7.1843862356024	-1.232430325483	-6.0486742414307	-345.943765068772
1.4785572197201	2.0300091130757	0.3407017540882	1.6781544794707	75.9995665675096
6.1984824206297	8.4305019979543	1.40550744636	7.088198768458	408.408359069296
7.298224905119	9.8350188042073	1.8114542342513	8.207720558715	429.0511803071
3.4771948804661	4.6794838801917	0.8037953240399	3.9617973366381	225.807969306419
1.8637211498142	2.4307583134318	0.4109959018713	2.1101956108494	121.408399396476
3.2399515673098	4.2186596631928	0.7948495321351	3.5996707315442	182.929216927027
